date,decimal_year,satname,T00,T01,T02,T03,T04,T05,T06,T07,T08,T09,T10,T11,T12,T13,T14,T15
1987-02-27 18:13:32,1987.1560606993983,L5,,,,,14.476845692606204,56.36936833881026,45.7016326305026,,,,30.358947687970335,18.376538471118785,37.39315479773698,43.3455138629932,107.08516132608453,93.2853540490267
1987-03-15 18:14:08,1987.19986721151,L5,,,,,,,,,,35.335592897334735,46.736582139485186,27.531858470787824,19.312588615512738,46.96628935711226,70.308555994415,63.288557588236536
1987-04-09 18:08:50,1987.268314886685,L5,31.892556028511528,48.32722845130421,53.994845634553556,50.62882736596076,64.43363744043936,71.60987284936722,52.09352140424559,29.519354107374173,34.86905905599863,60.35192404882504,61.52176221323663,33.93215424857495,62.72984009135514,72.45309834756117,80.75868130846473,78.28754715167072
1987-08-15 18:12:08,1987.6187669835795,L5,33.29830149345846,51.219002186785964,55.953637804307775,51.73358245089408,,86.61094891111864,70.00665018605329,59.13429286330314,93.1671398490931,87.26343583830474,67.184922764954,55.92207364965082,67.72388617601199,68.82511982660147,105.31488844471922,123.66246668081456
1987-08-22 18:18:30,1987.6379323326282,L5,26.428301085492347,54.114076605702614,60.863236729190035,65.63567606051367,89.78720173359059,87.81245794211085,57.315526068333256,43.14013329169189,83.73572667674496,95.7730037789492,81.50206989610629,61.810731973502286,75.73133025072362,89.72523721083533,90.24067513663859,93.29034179894221
1987-09-07 18:18:55,1987.68173884474,L5,19.69928534968873,58.9802229746043,70.97487006185597,52.01582962238483,,,73.01831379487791,,,,,,,,,
1987-09-16 18:12:57,1987.706380007803,L5,31.444799949026784,46.58654320043398,55.941602627139616,50.63496901848109,87.42060265383343,76.43301619965871,60.86461391054952,44.602903934091756,77.00518913851278,87.1544310870524,71.16323104513731,54.894022113679796,61.96135301280839,57.110369381804745,81.50803085646045,78.2856348527936
1987-10-25 18:19:52,1987.8131583810755,L5,-5.889655017289893,48.936409406821184,51.49552140015097,,,94.35846147791071,60.659935740583826,8.429090659803,,93.6102673655182,67.48682380870704,53.24730540504998,66.77616971354144,70.91874619846129,105.31350224603938,123.29347665115142
1988-03-26 18:16:06,1988.232722095594,L5,24.582377158848324,52.43932327621549,56.52450158946521,39.30358903728824,87.54194117897762,86.62171700412497,63.539196564337246,,,,,,,,,
1988-04-11 18:16:10,1988.2765286077058,L5,38.59482599071082,63.68515792896957,63.01752859449701,73.80597942046975,89.46148930154453,94.14049767901665,80.08190674552318,67.9671722654412,82.25499109275904,92.39923138501237,82.63119763971798,,,,,
1988-05-13 18:16:26,1988.3641416319294,L5,,,,,,,60.7511088531709,48.86660414152046,62.176258267246126,65.88274060819654,62.711209265960136,47.43368382809905,56.54993105009706,60.75242092666062,84.06874793946739,78.28816386245514
1988-05-29 18:16:33,1988.4079481440413,L5,38.51681868890324,48.99633144596807,53.98183769323222,65.63903910322499,68.7874735856416,67.90187415664609,60.68020624947585,45.975864358396,62.95766962685092,69.85479898696912,63.10414579950068,45.64301618396312,56.005626152623506,49.44158032455697,75.3104898717187,66.28519469071341
1988-06-30 18:16:43,1988.4955611682649,L5,,,,,,,,,,,,,,,90.31635529404161,95.88184207220193
1988-07-16 18:16:47,1988.5393676803767,L5,41.51288774840272,58.0949846249286,65.46994931578709,67.3746736699312,92.22651724296674,,,,,,,,,,,
1988-11-05 18:16:41,1988.8460132651594,L5,,,,,,58.357418459459986,54.193447324655196,,,64.53947106734329,51.624889776535696,27.545086162697242,32.63122763546024,51.85914223039062,81.8381273125533,55.38776081021484
1988-12-07 18:16:32,1988.933626289383,L5,,,,,,,,,,,,,18.360038641816786,45.96111547479479,92.17553441108801,111.94969977376695
1989-01-24 18:16:01,1989.0629718611608,L5,,,,,,,,,,,,,,,,
1989-03-13 18:15:27,1989.1943913974962,L5,,,,,,,76.97446493328071,66.20219257136084,68.73300350305215,,,80.98959918366789,77.01357653551283,89.28221767057289,85.08547000709979,108.28989859137722
1989-03-20 18:21:16,1989.213556746545,L5,,,,,,,,,,86.71860795939756,67.1178852477376,49.361982704374185,66.40507230274747,72.49993986700855,95.93275012901786,123.2844808693821
1989-05-16 18:14:33,1989.3696174459435,L5,,,,,,,,,,,,,,,,
1989-06-01 18:14:21,1989.4134239580553,L5,,,,,,,,,,,,,,,,
1989-06-17 18:13:55,1989.4572304701671,L5,,,,,,,,,,,,57.53503828738032,63.10385619890343,61.473414197357876,82.59666025774288,82.49454236496459
1989-07-19 18:13:21,1989.5448434943908,L5,37.50678198116197,53.73410200892314,55.06903434980073,52.32169648663209,,81.39232755928758,60.922409665656794,49.9252179087379,73.89568344384674,69.92160764095922,56.92561137842105,47.54267261164702,50.878976638091714,59.03346330068425,80.21624950031004,93.76155108096054
1989-10-07 18:11:36,1989.7638760549498,L5,,,,,,,,,,,84.46737358234701,78.89079780474685,76.99202536801981,75.68013244915241,112.58338177177394,110.66510288038916
1989-11-08 18:10:35,1989.8514890791735,L5,,,,,,92.34353763911399,58.61355416240786,,,88.79484050741938,68.08597041207977,40.158663286376644,,53.06655182589729,106.22884354348894,108.28010684109947
1989-12-10 18:09:39,1989.939102103397,L5,,,,,,,,,,,,,,,105.31543329304793,63.35118761997827
1989-12-26 18:09:11,1989.982908615509,L5,,,,,,,,,,,,,,,79.42457423300081,52.39291048314888
1990-01-27 18:08:09,1990.0711855821817,L5,,,,,,,,,,,,,,,105.3158067719803,64.90712203936845
1990-02-12 18:07:39,1990.1149920942935,L5,,,,,,,,,,,,,,22.713148624155007,81.73852417234043,78.29339634005837
1990-06-04 18:06:15,1990.4216376790762,L5,33.6672850582706,49.78166721334088,53.08727460836134,57.452125730382356,79.50190469570795,79.36893298833822,52.29415397375298,44.25363793689401,60.196358271280275,63.708454749801504,64.14241172329248,50.18154105466237,51.26426922959148,58.314740309737445,75.31141390626514,68.85623534314414
1990-06-20 18:06:14,1990.465444191188,L5,38.59992107111417,54.28406445058226,,,,,,,,,,,,66.64710457000287,106.2428270868442,108.28782598112058
1990-08-23 18:05:58,1990.6406702396353,L5,,,,,,,,,,,,,,,,
1990-09-24 18:05:49,1990.7282832638589,L5,,,,,,,,,,,67.7497734709277,,,,,
1991-04-04 18:07:44,1991.25462535165,L5,18.8584989623164,51.01624829967518,52.19677100778067,65.63284024637122,51.88153101136722,69.39170635507116,55.97219586351037,43.253976951045516,43.709612671417254,73.63999709967284,66.6163841908267,54.25157735538748,72.12141538958737,68.86066762934054,94.52316071089615,78.8680854816337
1991-08-10 18:09:35,1991.6050774485445,L5,,,,,,,,,,,,,,,,
1991-11-14 18:10:16,1991.8679165212154,L5,,,,,,,,,,70.12573344802837,60.36214887935142,,31.992890880884936,43.304042656937824,96.66851516060922,80.43414007971482
1991-11-30 18:10:29,1991.9117230333272,L5,,,,,,,,,,,,,,45.21028563749594,100.24495718719166,93.28137999932733
1992-01-01 18:10:21,1992.0,L5,,,,,,,,,,,,,,,90.31036615904382,51.624379946283135
1992-04-06 18:10:05,1992.2628390726709,L5,,,,,,,,,,,,,,,,
1992-09-13 18:08:12,1992.700904193789,L5,27.0790122489303,44.28695502733733,48.673071400544366,49.149726605477454,,79.86903911311757,50.91326359272118,28.031735649990985,84.55832940499464,,,,,,,
1992-10-15 18:07:34,1992.7885172180127,L5,,,,,,,,,,,,,,,,
1992-10-31 18:07:23,1992.8323237301245,L5,,,,,,,,,,,,,,,,
1992-12-18 18:07:25,1992.96374326646,L5,,,,,,,,,,,,,,13.339997701438838,93.50201528558827,93.2818924983166
1993-01-03 18:07:34,1993.005475814014,L5,,,,,,,,,,,,,,,120.31554768520871,123.28039871544355
1993-02-04 18:07:56,1993.0930888382377,L5,,,,,,,,,,30.32292105484119,38.18282240580351,12.513213554004082,16.97925785829232,26.558275803205465,71.6039018991803,48.234231235963165
1993-02-20 18:08:02,1993.1368953503495,L5,,,,,,,,,,26.60384152043067,30.36448136581034,4.9708839383453025,1.795926329110503,29.98794052075451,67.2005530472014,48.209923763577955
1993-04-09 18:08:21,1993.268314886685,L5,22.60659272620066,44.32947186562042,51.32390915924336,65.63019841500306,57.5974663626449,67.39389815094981,48.43210394112315,28.7530776532709,41.52016807741818,63.89159855325465,55.036171107657395,50.79960432147272,70.79480245932356,65.33121469562761,62.14645730131217,78.28442983248873
1993-06-12 18:08:36,1993.4435409351322,L5,,,,,,,,,,,75.49023985284828,74.67311888109631,81.18545065979362,85.5479549019785,101.4227557534408,93.28028277100752
1993-06-28 18:08:30,1993.487347447244,L5,,,,,,,,,,,,,,,,
1993-10-18 18:08:14,1993.7939930320267,L5,,,,,,,,,,,,,46.986781974411464,70.1625058801507,94.06183238385988,96.17073295493319
1993-11-03 18:08:08,1993.8377995441385,L5,,,,,,93.43857217899107,53.9145598448587,,,84.17426037846491,60.0073232696333,44.72632923633326,61.726218636267895,64.54775183339304,95.66395560073072,108.29237367638095
1993-11-19 18:07:59,1993.8816060562503,L5,,,,,,,,,,,61.33966671473277,,,52.749202326411414,114.80198521196769,138.7863266053812
1993-12-05 18:07:57,1993.9254125683622,L5,,,,,,,,,,,,,,,84.3286116704657,78.29305913515579
1994-01-06 18:07:35,1994.013689535035,L5,,,,,,,,,,,,,,,97.9990122718993,93.28842744978462
1994-03-27 18:06:30,1994.232722095594,L5,,,,-24.287106849713297,46.65037759565813,58.80464355592267,43.30719750169827,25.229155694140676,35.46290652726249,55.32546059306276,48.98527532143288,37.254585869947924,41.73677212040816,51.40947927694415,82.5743967665358,56.069048555459666
1994-04-12 18:06:11,1994.2765286077058,L5,35.83596296189071,49.56053182333295,53.97119834214588,52.18592863091398,68.42105347149563,,,,,,,,,,,
1994-04-28 18:05:54,1994.3203351198176,L5,,,,,,,,,,,,,,,,
1994-10-21 18:01:31,1994.8022067530476,L5,,,,,,82.91263312018944,60.038963695463195,,,64.1829804787081,48.910306970165266,30.368394184617866,46.07652328082071,48.37480546021369,127.16090363777546,108.28668483269335
1994-11-22 18:00:24,1994.8898197772712,L5,,,,,,,,,,,,,,52.73713069862332,110.097927664955,108.28246373734393
1995-03-14 17:56:20,1995.1971293045033,L5,,,,,,,,,,25.8874058904276,,,,,,
1995-06-18 17:52:07,1995.4599683771742,L5,35.31869474376935,63.20659402724935,59.82534833743856,70.98358129446511,,89.96904408053341,67.41282509129938,68.88940067326487,75.1787722583879,94.7217734193899,89.33892632302612,63.50893036423929,76.99069534597668,88.40145494818408,102.29963197951434,93.28353582906182
1995-09-06 17:48:26,1995.6790009377332,L5,16.079118139093474,54.00012168297399,58.4525320283652,67.70709574180472,90.90899002349423,78.60430747716381,62.68798808299312,38.28193347909777,74.52091072835444,84.74031948441412,60.35881905800097,45.47288574569762,57.42824801746713,58.61868458712427,120.40633347007345,115.90859551006683
1995-10-24 17:45:55,1995.8104204740687,L5,,,,,,49.05869210366102,60.29896345585894,,,53.875860253386314,57.28914658447187,26.83975620412864,21.02356166101192,43.269266784479825,105.31210354475456,94.74777279511868
1995-11-25 17:45:51,1995.8980334982923,L5,,,,,,,,,,,,,,,82.86838007489608,53.45326712448284
1995-12-02 17:52:22,1995.917198847341,L5,,,,,,,,,,,,,,,90.75895052249959,78.28312706466379
1996-03-16 17:53:32,1996.2053430255241,L5,,,,,,,,,,39.560887570227884,39.365207842648495,28.16199646779436,23.174004878114282,43.7488017589774,75.64757868513307,63.28431659245039
1996-05-03 17:56:29,1996.3367625618596,L5,,,,,,,,,,,,,,59.62610206042108,105.314478749612,108.2899993916934
1996-07-06 18:00:01,1996.5119886103068,L5,40.52783932261177,63.858045186403224,66.55861440444164,86.7935391509927,,83.80964767495841,64.1731067871611,59.65885727504408,82.40856270715315,89.26391229179455,84.43081615852691,67.54911557249139,65.33797309678603,73.17503687814207,100.00382556830894,110.02672326961218
1996-10-26 18:05:57,1996.8186341950895,L5,,,,,17.347888711548784,56.62452364012296,50.083481720721096,,,50.9476785269649,38.98141771394501,21.024772417919507,24.213482993865036,36.065476794744185,65.66192229651166,68.563321742804
1996-12-13 18:08:13,1996.950053731425,L5,,,,,,,,,,,,,,17.89826920241463,100.45181692853343,83.35815820080195
1997-01-30 18:10:27,1997.0793993032028,L5,,,,,,,,,,,,,,,90.31350812274984,78.29262724684395
1997-02-15 18:11:09,1997.1232058153146,L5,,,,,,48.09215811788681,47.694025814293056,,,51.75866133798714,64.62212749014016,,31.849853106134983,61.58354202065136,101.24692639640875,78.2803336537319
1997-03-03 18:11:48,1997.1670123274264,L5,,,,,,,,,,62.400734387338275,71.6493413928005,,73.01038097722608,63.86635340293002,85.63000650351876,78.28025902384431
1997-04-04 18:13:01,1997.25462535165,L5,34.39509041088173,50.22117094509063,55.6863538148598,50.637105911165825,61.05007298076656,,,,,,,,,,,
1997-05-06 18:14:08,1997.3422383758736,L5,37.73643613470077,54.064273855090605,60.02849886738783,52.30248252855471,72.74133622520152,69.33148438107986,53.83475206490019,45.64936850623408,49.28117130255214,72.84704983349887,62.26840137849044,56.05011916174702,53.359853810928044,52.14595150046942,69.54494842646568,78.29287416077298
1997-05-22 18:14:41,1997.3860448879855,L5,57.83214314352651,76.88883330977885,82.25896127193025,87.29199488604989,89.42304623415893,86.62943089855514,64.77143047950082,63.29411711569226,79.79241551820125,87.33460894945178,78.4320123680522,71.76186563602386,84.70605292115437,86.63938652833485,105.31637073285759,127.79914662863725
1997-06-23 18:15:48,1997.473657912209,L5,45.97363903995378,59.127417295566886,61.44515698935216,73.64437982203769,89.12956583519275,,,,,,,,,,,
1997-09-27 18:18:50,1997.73649698488,L5,26.29669549698426,45.93316341462424,48.02741320153319,35.62682707422556,49.9160630044848,56.61952008080442,50.261671031281026,14.499928487105182,32.351348636165284,50.13518496030483,41.180068357328324,31.61556696940036,44.52553319942312,50.79563983712621,67.70137959462173,63.28864196587022
1997-10-13 18:19:16,1997.7803034969918,L5,23.476149971171743,62.78706936289735,58.195019300483494,-39.267873292317994,58.77581416123051,69.02330378922797,60.6858513182026,,42.370620434550574,59.21016176331883,60.36167439455579,45.14439288028587,54.03949103690505,59.67578454655432,122.84810449548905,127.27306588352114
1998-03-06 18:22:32,1998.1752260484473,L5,21.662541917912048,50.02308874191587,39.993953462898396,,44.436254805399265,70.66125823529235,55.84624088987316,,,63.33843608958876,75.33881705050948,58.710935167973325,81.95726005362803,61.26636798887062,97.08056310490223,108.28450846815848
1998-05-09 18:23:25,1998.3504520968945,L5,,,,,,67.79344394685847,55.052952097149294,,,,,,,,,
1998-05-25 18:23:40,1998.3942586090063,L5,36.72619446708687,47.11144904221053,51.404044794101125,50.630083455108775,55.95334969987029,56.61002244663782,53.10097510078696,42.860484165850124,51.57629056040755,51.429311809112406,51.69996214094977,39.18307308712501,60.39987711339954,51.50043962737359,69.89025551352904,63.29160090720785
1998-07-12 18:24:18,1998.5256781453418,L5,,,,,,,,55.89448292666369,82.3555831725818,81.6794609945057,65.90420055964657,63.390528644650026,72.67463571814429,74.9247305151003,94.50581840606011,93.28390602587591
1998-10-16 18:24:54,1998.7885172180127,L5,,,,,93.40931271809148,78.55722728196372,59.875501763003804,42.50295799220287,74.06160273475086,81.70195095863252,66.75116162107298,45.002649764502635,58.420359876538356,57.49631145883872,105.31464621730956,64.7819725211777
1998-12-19 18:25:04,1998.96374326646,L5,,,,,,,52.0516005363206,,68.74680163460442,,,,,,,
1999-02-05 18:25:13,1999.0958267452445,L5,,,,,,56.637839766118574,54.368815542366356,,13.667584762377746,,,,,,,
1999-02-21 18:25:20,1999.1396332573563,L5,,,,,,,,,,42.00221835594542,55.52009134607475,,48.491587797242694,43.24726425164894,83.36592461447833,78.28719677565793
1999-03-09 18:25:10,1999.1834397694681,L5,2.1188518617115593,36.203906963103016,36.57423638898102,,,61.04147162690517,48.11206673377769,,,59.55833382358506,66.11707346687703,46.26703475795307,44.130820041075175,56.016862130207365,90.31310254601551,47.265214393075105
1999-06-29 18:23:51,1999.490085354251,L5,,,,,,,,,,,,,,60.217098215534655,107.93915216588567,109.36699691004155
1999-07-07 18:38:51,1999.5119886103068,L7,,,,,,,,,,,,,,,,
1999-10-11 18:39:06,1999.7748276829777,L7,,,,,,,,,,,,,,,,
1999-11-04 18:22:08,1999.8405374511456,L5,35.314848700174906,,51.33049763082186,,12.574123611686161,71.6177734015518,63.2264809362916,35.57648417393252,,64.15682073402762,65.13690055550424,,47.684796119317134,53.23968776011324,120.44186291219218,110.1726459747975
1999-11-12 18:38:57,1999.8624407072014,L7,42.81516435161249,41.212323131993536,49.65450969036433,,33.47470668528013,58.89083908882059,52.43372740346788,,8.277868905326137,42.18470627042004,48.99322733023657,35.039673111979184,54.40797094224194,55.992605775442925,82.80975675134782,55.72205370991999
1999-12-14 18:39:01,1999.950053731425,L7,,,,,,64.08941182924235,69.04634405164913,50.581822872544194,,50.53173944031715,62.675170383086595,,49.48217861708563,51.04518336373201,97.80576889291727,85.7788234777506
1999-12-22 18:21:09,1999.971956987481,L5,,,,,,,,,,,,,18.03502862519133,43.30706993512515,113.92732674953031,93.28041682753215
1999-12-30 18:38:51,1999.9938602435368,L7,,,,,,,66.16948394294333,,,,79.4228219042388,,54.34120216173763,59.7962725452813,112.81111170022686,115.78605960772776
2000-03-03 18:38:41,2000.1697502344332,L7,-11.372727160968754,39.35662111410076,47.0185997339449,,,55.568285471328075,56.428800957117986,43.915755813776286,,51.7229569465419,52.88735631433896,,55.93400241178723,55.32241816929913,52.759121653307304,70.79266045831527
2000-04-20 18:38:21,2000.3011697707686,L7,42.86337629420325,63.2351439021965,81.67487621736852,80.28503364212823,71.62476956417547,78.62265906688611,76.03996699806358,62.78608257416657,51.10576893745944,75.75907838752315,72.7262595552645,59.91342050605187,66.39729169039596,65.84422258320808,112.81072357279393,115.78608485051075
2000-04-28 18:21:24,2000.3230730268247,L5,35.35659934689043,49.10256969928804,58.96069925353834,66.70726471754007,71.65398367612218,,,,,,,,,,,
2000-08-02 18:23:18,2000.5859120994955,L5,35.42548394233123,56.69741370016838,64.78758561440937,80.63064706062576,,86.6434539070481,62.45093417601492,50.12391852535771,78.49120129228854,88.20121925174719,67.38032255266742,59.53391198448685,64.39096614762127,65.98352904815633,109.20919251953644,123.2910285326559
2000-08-18 18:23:46,2000.6297186116074,L5,,,,,,,,,,,,,,,,
2000-09-19 18:24:18,2000.717331635831,L5,21.624141954538832,49.85417295946495,65.48083101045253,37.45617448330875,,91.91364029284439,60.15240807021941,41.528289857369316,72.04802198481642,83.942943831161,66.7390509613314,52.99260812967972,62.00261747367419,55.87931416338697,81.76661424152728,93.50468085448372
2000-10-13 18:36:15,2000.7830414039988,L7,35.41179932050529,55.50456273017427,55.59600239686094,-18.309541561155513,80.42321929892697,75.56875336953,59.27847723994112,45.46399617842569,54.999938545718734,66.1595902471758,59.867112518211044,50.00896674854019,52.12678822890578,57.78818225851697,97.80541818095037,115.79093385989636
2000-10-21 18:24:43,2000.8049446600546,L5,46.223119608326265,49.250633467702855,49.45506930795109,,,86.60718921711324,60.81468511494242,31.660060673599894,55.13296813866462,79.72133593993232,60.34764878209568,42.575850229762075,52.80659825451538,55.646883892078314,90.31592674661492,78.28294835746564
2000-11-14 18:36:25,2000.8706544282225,L7,,48.52625016221426,47.49469307846531,,,66.68571605131683,53.34183777231496,,,51.55489773363226,52.7898030698387,38.70463139081384,54.50276238979291,55.35179326892012,97.81615519354311,85.7936131917326
2000-11-30 18:36:26,2000.9144609403343,L7,,,,,,73.87976343491627,57.241294287662484,,,50.99353536490851,57.66078156837938,,53.52951438789252,50.79130984870855,97.80842714084733,85.77633173458892
2000-12-16 18:36:29,2000.958267452446,L7,,,13.848907194094986,,,64.07916868280313,68.22099516600056,,,59.19788659248599,61.704892856753325,,,60.67082351029046,112.81295606216213,85.7757739293754
2000-12-24 18:25:44,2000.9801707085019,L5,,,,,,,,,,,,,22.202427863951556,33.91841323302404,,
2001-01-01 18:36:28,2001.0,L7,,,,,,64.10814993163379,64.04929779352052,,,,60.14476293159568,,,52.37363033005604,112.81580067561397,100.7818458564324
2001-01-17 18:36:33,2001.0438065121118,L7,,,,,,,72.1104903061503,,,57.20932989781995,67.86434193634105,,,50.78779907298646,97.79040118370156,100.76990074437195
2001-02-10 18:26:05,2001.1095162802796,L5,,,,,,,,82.17263455105193,,,,,17.603909019440827,13.25713454527518,35.24165838178388,18.283767139455318
2001-02-26 18:26:12,2001.1533227923915,L5,,,,,,,,,,,,,,,,
2001-03-14 18:26:11,2001.1971293045033,L5,10.877781222072583,46.33459967347214,50.36568871997207,-34.52117737138034,44.43148988993741,64.92921801144757,61.69262161394673,,37.01774650817773,62.74516478831964,61.384641324187115,41.740405730391274,69.64687821963884,57.7114206781396,92.37859177137634,78.29021181880464
2001-03-30 18:26:12,2001.240935816615,L5,42.60913979693265,56.148349976050135,59.363059946734474,65.63102131648725,75.02186450604586,,,,,,,,,,,
2001-05-01 18:26:16,2001.3285488408387,L5,,,,,,,,,,,,,,,79.56053744947752,93.29159823632911
2001-05-09 18:36:03,2001.3504520968945,L7,,,,,,,,,,,,,,,,
2001-06-02 18:26:25,2001.4161618650623,L5,35.435936102629256,47.37759115760407,52.23219468350809,56.76839007419428,60.0350377340178,60.59658922671369,60.68875431182488,44.30428777361671,54.005696305545634,60.40202895943005,61.233687543656586,44.52216963828377,51.48203644898146,48.00400708007296,67.90099580355785,63.39399740074605
2001-06-10 18:35:42,2001.4380651211181,L7,,,,,,,,,,,,,,,,
2001-06-18 18:26:22,2001.4599683771742,L5,,,,,,,,,,,,,,,,108.28199324668684
2001-07-28 18:35:16,2001.5694846574536,L7,,,,,,,,,,,,,,,,
2001-08-29 18:34:47,2001.6570976816772,L7,,,,,,,,,,,,,,,,
2001-09-06 18:26:14,2001.6790009377332,L5,,,,,,,,,,,60.0531936230789,53.8730182613639,56.72770729317564,57.65800627071761,90.31595732040154,94.30420424884147
2001-09-30 18:34:25,2001.7447107059008,L7,30.772409412511863,56.05563708426014,67.0366493379138,65.07801816105196,96.91444973408129,82.94391230522005,68.81812033115429,47.35674859603742,69.9504481972792,77.20076302096298,67.7957511422565,50.69851991471081,59.5722546661902,59.69885366192717,112.81283593747226,115.79044879086145
2001-10-24 18:25:53,2001.8104204740687,L5,40.56763674472791,48.5979671644587,45.076392211704125,,,68.34031958903864,48.25595127814845,13.081138980385022,29.912231403292378,56.80145538483959,46.241793091043,,,,,
2001-11-01 18:34:23,2001.8323237301245,L7,18.7254816681332,42.251339484712375,49.038316404494886,-20.899881779021708,62.56108690096009,69.25208084625497,53.08667736855695,38.75882895531697,,,,,,,,
2001-11-17 18:34:36,2001.8761302422363,L7,,40.53873339089881,,,,64.56902571770868,53.279968942302766,,,55.22795351737784,49.58636170473446,36.309813706219714,41.60845417483681,50.80388537989713,112.81500159469003,85.78326959559095
2001-12-03 18:34:33,2001.919936754348,L7,,27.931008160881408,,,,,,,,,,,,,,
2001-12-11 18:25:30,2001.9418400104041,L5,,,,,,,,,,,,,25.573863248578704,32.724604272781,90.3117064912828,93.28978448909783
2002-01-04 18:34:44,2002.0082137210209,L7,,,13.248253256101751,,,,53.205261571988316,,,56.61379445612649,53.829783566929066,,39.465239033807435,,,
2002-01-12 18:25:08,2002.030116977077,L5,,,,,,,,,,,,,,,115.44777436796011,108.28458620399584
2002-01-20 18:34:55,2002.0520202331327,L7,,,,,,62.070694443098986,57.26684270789042,,,,62.52582447548506,,39.36667815582793,46.476183710085614,112.81374606726757,100.77379086390417
2002-02-21 18:34:56,2002.1396332573563,L7,-8.289950859069911,48.85542085664709,48.1605733039381,,,65.00490953006104,68.214259374276,,,90.83198137319857,66.34922341114805,56.228711280349366,53.432366471315255,59.28646310291274,84.62121398739907,100.7921507714241
